City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
457,Pacific Grove,US,36.6177,-121.9166,63.41,76,100,3.44,overcast clouds
458,Nuuk,GL,64.1835,-51.7216,43.41,65,75,24.16,broken clouds
459,Nadadores,MX,27.05,-101.6,81.28,61,20,0.0,few clouds
460,Baracoa,CU,20.3467,-74.4958,84.99,65,31,5.59,scattered clouds
461,Athabasca,CA,54.7169,-113.2854,45.68,34,97,8.66,overcast clouds
462,Aksu,CN,41.1231,80.2644,59.05,20,70,2.71,broken clouds
463,Bijar,IR,35.8668,47.6051,61.57,22,76,4.52,broken clouds
464,Ngama,TD,11.7833,17.1667,90.64,27,98,6.62,overcast clouds
465,Inhambane,MZ,-23.865,35.3833,73.72,81,87,7.05,overcast clouds
466,Pires Do Rio,BR,-17.2997,-48.2794,92.16,19,14,8.41,few clouds
467,Mount Juliet,US,36.2001,-86.5186,69.33,78,100,6.91,overcast clouds
468,Toora-Khem,RU,52.4675,96.11,26.46,45,17,1.92,few clouds
469,Sambava,MG,-14.2667,50.1667,72.45,77,25,9.1,scattered clouds
470,Wad Madani,SD,14.4012,33.5199,92.3,29,56,8.16,broken clouds
471,Marzuq,YE,14.4,46.4667,74.91,48,1,3.65,clear sky
472,Ayan,RU,56.45,138.1667,33.6,64,100,12.12,overcast clouds
473,Joshimath,IN,30.5667,79.5667,56.35,53,6,6.62,clear sky
474,Hammerfest,NO,70.6634,23.6821,45.05,93,75,4.61,broken clouds
475,Labuhan,ID,-6.8844,112.2051,79.11,81,99,12.17,overcast clouds
476,Atar,MR,20.5169,-13.0499,100.47,14,53,6.93,broken clouds
477,Lyuban,BY,52.7985,28.0048,49.59,58,100,11.95,overcast clouds
478,West Bay,KY,19.3667,-81.4167,88.05,80,75,11.5,broken clouds
479,Sibu,MY,2.3,111.8167,74.41,98,91,1.1,overcast clouds
480,Tual,ID,-5.6667,132.75,83.5,79,60,9.53,broken clouds
481,Alpena,US,45.0617,-83.4327,53.85,64,75,7.0,broken clouds
482,Padang,ID,-0.9492,100.3543,76.19,90,100,3.47,heavy intensity rain
483,Ventspils,LV,57.3894,21.5606,55.33,100,20,17.27,few clouds
484,Voh,NC,-20.9667,164.7,67.14,80,49,5.21,scattered clouds
485,Umm Kaddadah,SD,13.6017,26.6876,92.16,14,0,10.02,clear sky
486,Ous,RU,60.9058,61.5186,39.43,91,100,5.46,overcast clouds
487,Wukari,NG,7.85,9.7833,81.41,67,20,3.18,few clouds
488,Pemangkat,ID,1.1667,108.9667,80.24,79,100,5.55,overcast clouds
489,Jhang,PK,33.6748,72.6963,73.62,33,0,5.99,clear sky
490,Rongcheng,CN,30.634,117.8517,59.11,65,0,3.87,clear sky
491,Awjilah,LY,29.1081,21.2869,75.22,41,0,9.26,clear sky
492,Santa Barbara,US,34.7333,-120.0343,63.0,80,100,0.0,overcast clouds
493,Kamenka,RU,51.3223,42.7678,40.98,64,21,3.89,few clouds
494,Andra,RU,62.5147,65.8878,40.17,91,100,6.82,overcast clouds
495,Ak-Dovurak,RU,51.1833,90.6,31.57,49,62,1.97,broken clouds
496,Zhanjiang,CN,21.2815,110.3427,73.13,48,99,10.33,overcast clouds
497,La Crosse,US,43.8014,-91.2396,49.41,64,100,14.97,overcast clouds
498,Angoche,MZ,-16.2325,39.9086,76.33,76,0,8.9,clear sky
499,Tukrah,LY,32.5341,20.5791,71.28,63,9,14.76,clear sky
500,Itaituba,BR,-4.2761,-55.9836,87.85,56,100,4.03,overcast clouds
501,Kaoma,ZM,-14.7833,24.8,78.85,16,25,5.28,scattered clouds
502,Beira,MZ,-19.8436,34.8389,77.16,76,7,12.3,clear sky
503,Ucluelet,CA,48.9329,-125.5528,61.09,83,2,1.99,clear sky
504,Verkhoyansk,RU,67.5447,133.385,14.88,95,100,4.25,light snow
505,Pontianak,ID,-0.0333,109.3333,75.18,100,100,3.44,overcast clouds
506,Onega,RU,63.9061,38.1404,48.11,84,100,11.72,overcast clouds
507,Ivanovka,KG,42.8878,75.085,59.38,27,59,3.69,broken clouds
508,Lompoc,US,34.6391,-120.4579,68.56,80,100,8.05,overcast clouds
509,Oriximina,BR,-1.7656,-55.8661,93.4,45,95,5.26,overcast clouds
510,Newark,US,40.7357,-74.1724,65.95,53,75,0.0,broken clouds
511,Hoquiam,US,46.9809,-123.8893,55.0,94,100,5.75,overcast clouds
512,Krasnyy Oktyabr,RU,56.1167,38.8833,41.81,76,26,8.19,scattered clouds
513,Makakilo City,US,21.3469,-158.0858,75.69,75,20,3.44,few clouds
514,Basoko,CD,1.2391,23.616,70.07,96,100,1.54,overcast clouds
515,Chirongui,YT,-12.9319,45.1483,76.93,72,21,7.81,few clouds
516,Brive-La-Gaillarde,FR,45.25,1.5,72.28,67,38,6.62,scattered clouds
517,Toktogul,KG,41.8708,72.9402,61.93,34,34,0.74,scattered clouds
518,Taltal,CL,-25.4,-70.4833,64.45,64,18,5.95,few clouds
519,Payo,ID,-3.7508,103.6372,73.76,94,99,1.5,overcast clouds
520,Kerema,PG,-7.9631,145.7785,78.1,86,100,3.58,overcast clouds
521,Omboue,GA,-1.5746,9.2618,78.26,82,100,5.35,overcast clouds
522,Saint-Louis,SN,16.3333,-15.0,98.44,21,1,9.17,clear sky
523,Kondratovo,RU,57.9804,56.1066,44.89,81,75,11.18,broken clouds
524,Brasilia,BR,-15.7797,-47.9297,83.32,28,40,9.22,scattered clouds
525,Agirish,RU,61.9247,63.0231,39.13,94,100,6.31,overcast clouds
526,Pontian Kecil,MY,1.4801,103.3899,76.21,91,100,9.62,overcast clouds
527,Salina Cruz,MX,16.1667,-95.2,88.48,59,81,9.15,broken clouds
528,Inverell,AU,-29.7833,151.1167,51.67,94,0,3.96,clear sky
529,Martapura,ID,-3.4167,114.85,77.09,100,75,1.14,broken clouds
530,Gizo,SB,-8.103,156.8419,82.11,73,100,8.81,overcast clouds
531,Palm Coast,US,29.585,-81.2078,84.25,68,0,5.75,clear sky
532,Cayenne,GF,4.9333,-52.3333,89.64,55,20,10.36,few clouds
533,Sur,OM,22.5667,59.5289,80.1,44,96,4.03,overcast clouds
534,Qaqortoq,GL,60.7167,-46.0333,35.94,72,5,3.78,clear sky
535,Granada,ES,37.25,-3.25,78.75,33,100,5.82,overcast clouds
536,Barda,AZ,40.3744,47.1267,63.68,70,99,6.76,light rain
537,Ola,RU,59.5833,151.2833,19.81,69,64,7.31,broken clouds
538,Borinskoye,RU,52.4569,39.3713,42.31,66,14,3.62,few clouds
539,Grand Gaube,MU,-20.0064,57.6608,69.39,74,83,1.99,broken clouds
540,Beliator,IN,23.3333,87.2167,77.14,71,0,2.75,clear sky
541,Novovarshavka,RU,54.1721,74.6946,46.0,68,95,1.97,overcast clouds
542,Baoro,CF,5.6667,15.9667,71.46,88,73,2.66,broken clouds
543,Rodez,FR,44.5,2.5833,69.48,68,0,19.57,clear sky
544,Conde,BR,-7.2597,-34.9075,83.66,61,75,18.41,broken clouds
545,San Fernando,PH,15.0286,120.6898,80.33,92,100,4.18,overcast clouds
546,Mareeba,AU,-17.0,145.4333,68.72,93,45,2.73,scattered clouds
547,Colwyn Bay,GB,53.2948,-3.7267,55.26,3,100,11.99,overcast clouds
548,Puerto Maldonado,PE,-12.6,-69.1833,90.0,55,40,3.44,scattered clouds
549,Malakal,SS,9.5334,31.6605,76.32,81,76,2.51,light rain
550,Saint George,US,37.1041,-113.5841,73.44,41,0,1.99,clear sky
551,Trincomalee,LK,8.5711,81.2335,80.04,76,80,9.8,moderate rain
552,Isla Mujeres,MX,21.2311,-86.731,86.16,69,6,10.2,clear sky
553,Canon City,US,38.441,-105.2424,54.01,55,100,6.91,overcast clouds
554,Carora,VE,10.1755,-70.0827,91.24,41,42,1.19,scattered clouds
555,Kieta,PG,-6.2167,155.6333,78.84,82,90,0.51,overcast clouds
556,Sabla,NG,12.7525,4.7077,90.36,24,32,8.75,scattered clouds
557,Arrifes,PT,37.7667,-25.7,64.65,55,20,12.66,few clouds
558,Hibbing,US,47.4272,-92.9377,35.56,93,100,17.27,snow
559,Port Hedland,AU,-20.3167,118.5667,73.45,68,0,10.36,clear sky
560,Yarim,YE,14.298,44.3779,59.41,42,3,8.99,clear sky
561,Vikhorevka,RU,56.1201,101.1636,27.25,79,26,3.27,scattered clouds
562,Nome,US,64.5011,-165.4064,30.27,74,100,9.22,light snow
563,Havelock,US,34.8791,-76.9013,82.94,48,0,10.36,clear sky
564,Algiers,DZ,36.7525,3.042,75.02,73,0,5.75,clear sky
565,Luganville,VU,-15.5333,167.1667,77.67,85,83,9.1,broken clouds
566,Avera,US,33.194,-82.5271,80.65,32,1,5.21,clear sky
567,Liaocheng,CN,36.4439,115.9647,51.15,44,34,6.35,scattered clouds
568,Palana,RU,59.1167,159.9667,27.55,90,100,7.61,light snow
569,Tezu,IN,27.9167,96.1667,70.25,54,1,4.97,clear sky
570,Kapuskasing,CA,49.4169,-82.4331,39.29,93,100,6.91,mist
571,Kangaatsiaq,GL,68.3065,-53.4641,36.34,58,100,10.16,overcast clouds
572,Etchoropo,MX,26.7667,-109.6667,82.42,50,0,5.99,clear sky
573,Surajgarh,IN,28.3124,75.7347,78.21,34,0,2.24,clear sky
574,Saqqez,IR,36.2499,46.2735,63.63,25,26,5.66,scattered clouds
575,Huarmey,PE,-10.0681,-78.1522,68.18,72,34,12.57,scattered clouds
576,Cap Malheureux,MU,-19.9842,57.6142,69.48,74,84,1.99,broken clouds
577,Bar Harbor,US,44.3876,-68.2039,65.37,80,0,6.91,clear sky
578,Lethem,GY,3.3803,-59.7968,93.49,42,71,4.16,broken clouds
579,Chamba,IN,32.5667,76.1333,64.51,71,2,6.22,clear sky
580,Herat,AF,34.5,62.0,68.32,15,0,9.22,clear sky
581,Nouakchott,MR,18.0858,-15.9785,85.93,59,2,16.89,clear sky
582,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,89.26,16,7,4.18,clear sky
583,Nizhnevartovsk,RU,60.9344,76.5531,41.02,100,100,7.0,overcast clouds
584,Hasaki,JP,35.7333,140.8333,67.21,72,100,9.64,overcast clouds
585,Vytegra,RU,61.0064,36.4481,49.71,82,100,11.88,overcast clouds
586,Brejo Santo,BR,-7.4933,-38.9872,95.9,18,29,7.65,scattered clouds
587,Moose Factory,CA,51.2585,-80.6094,43.66,89,100,4.36,overcast clouds
588,Watsa,CD,3.0372,29.5355,66.27,98,100,2.73,overcast clouds
589,Peniche,PT,39.3558,-9.3811,71.29,81,69,11.32,light rain
590,Opalikha,RU,55.8275,37.255,48.13,57,0,11.18,clear sky
591,Katobu,ID,-4.9408,122.5276,75.61,94,93,4.07,overcast clouds
592,Bathsheba,BB,13.2167,-59.5167,88.41,70,20,11.5,few clouds
593,Sheremetyevskiy,RU,55.98,37.4911,48.22,57,0,11.18,clear sky
594,Dillon,US,34.4166,-79.3712,82.87,35,31,7.47,scattered clouds
595,Luena,AO,-11.7833,19.9167,81.18,27,92,8.48,overcast clouds
596,Bodo,NO,67.28,14.405,35.64,87,0,3.44,clear sky
597,Houma,US,29.5958,-90.7195,84.99,76,0,9.22,clear sky
598,Ulsteinvik,NO,62.3432,5.8487,51.75,84,100,1.01,overcast clouds
599,Yubileynyy,RU,58.781,57.7778,41.99,96,100,6.08,overcast clouds
600,Nouadhibou,MR,20.931,-17.0347,71.11,82,2,18.75,clear sky
601,Pucallpa,PE,-8.3791,-74.5539,89.64,51,40,6.91,scattered clouds
602,Palmas,BR,-10.2128,-48.3603,100.27,22,40,8.05,scattered clouds
603,Mabaruma,GY,8.2,-59.7833,89.04,56,41,6.46,scattered clouds
604,Sahuaripa,MX,29.05,-109.2333,76.98,55,48,4.56,scattered clouds
605,Nandu,CN,22.8525,110.8233,74.64,33,98,10.6,overcast clouds
606,Dera Bugti,PK,29.0307,69.151,80.28,18,0,4.09,clear sky
607,Clearwater,US,27.9659,-82.8001,88.21,62,0,9.22,clear sky
608,Svetlogorsk,BY,52.6333,29.7333,46.0,65,75,10.65,broken clouds
609,Camacha,PT,33.0833,-16.3333,71.02,68,40,8.05,scattered clouds
610,Marienburg,PL,54.0359,19.0266,61.88,91,96,6.91,overcast clouds
611,Brigantine,US,39.4101,-74.3646,64.99,52,40,4.61,scattered clouds
612,Ballitoville,ZA,-29.539,31.2144,69.24,75,98,11.5,overcast clouds
613,Sierra Vista,US,31.5545,-110.3037,66.49,60,40,10.0,scattered clouds
614,Salinopolis,BR,-0.6136,-47.3561,85.26,67,71,12.03,broken clouds
615,Ler,SS,8.3018,30.1418,70.39,94,93,6.98,moderate rain
616,Bara,NG,10.3744,10.7288,81.97,34,62,3.91,broken clouds
617,Rudnyy,KZ,52.9594,63.1206,41.23,69,86,8.57,overcast clouds
618,El Tigre,VE,8.8875,-64.2454,86.5,54,49,7.54,scattered clouds
619,Komsomolskiy,UZ,40.4272,71.7189,61.52,41,35,6.91,scattered clouds
620,Vardo,NO,70.3705,31.1107,40.98,87,40,11.5,scattered clouds
621,Miles City,US,46.4083,-105.8406,43.77,70,100,0.0,overcast clouds
622,Pyaozerskiy,RU,65.8333,31.1667,49.12,91,100,13.18,overcast clouds
623,Kanigiri,IN,15.4,79.5167,77.58,90,50,4.65,scattered clouds
624,Dinguiraye,GN,11.3,-10.7167,79.97,74,85,4.18,overcast clouds
625,Linares,CL,-35.85,-71.6,74.19,39,36,7.56,scattered clouds
626,Itarema,BR,-2.9248,-39.9167,86.95,55,5,20.78,clear sky
627,Nioro,GM,13.35,-15.75,89.47,55,22,2.62,few clouds
628,Bhag,PK,29.0415,67.8239,85.57,15,0,4.74,clear sky
629,Ayni,TJ,39.3941,68.5377,57.94,36,92,2.1,overcast clouds
630,Vakhrushev,RU,48.9833,142.9667,45.57,78,100,4.56,overcast clouds
631,Udachnyy,RU,66.4167,112.4,22.14,97,99,4.79,light snow
632,San Rafael,AR,-34.6177,-68.3301,76.6,20,15,11.59,few clouds
633,Homer,US,59.6425,-151.5483,48.78,86,100,8.05,light rain
634,Yaan,NG,7.3833,8.5667,80.56,71,82,0.87,broken clouds
635,Port-Cartier,CA,50.0334,-66.8654,46.74,89,100,1.95,overcast clouds
636,Placido De Castro,BR,-10.3353,-67.1856,90.27,51,29,5.23,scattered clouds
637,Oranjestad,AW,12.524,-70.027,87.75,66,40,16.11,scattered clouds
638,Cockburn Town,TC,21.4612,-71.1419,85.96,62,40,5.75,scattered clouds
639,Zhovtneve,UA,50.6637,24.2492,53.2,71,98,10.85,overcast clouds
640,Nyurba,RU,63.2842,118.3319,30.52,97,100,7.49,light snow
641,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,83,40,4.0,scattered clouds
642,Vanavara,RU,60.34,102.2797,26.62,87,66,4.09,broken clouds
643,Niles,US,42.0189,-87.8028,55.42,59,75,11.5,broken clouds
644,Palmer,US,42.1584,-72.3287,65.68,53,64,1.01,broken clouds
645,Valparaiso,CL,-33.0393,-71.6273,66.99,66,0,13.8,clear sky
646,Te Anau,NZ,-45.4167,167.7167,42.13,90,34,1.48,scattered clouds
647,Lubawa,PL,53.5043,19.7497,60.4,92,100,7.63,overcast clouds
648,Alice Springs,AU,-23.7,133.8833,65.75,88,75,6.91,broken clouds
649,Teguldet,RU,57.3064,88.1667,36.61,78,100,2.59,overcast clouds
650,Beringovskiy,RU,63.05,179.3167,24.35,78,100,17.54,overcast clouds
651,Ilo,PE,-17.6394,-71.3375,65.97,68,10,9.13,clear sky
652,Tacadang,PH,16.7264,120.6405,60.04,93,100,3.53,light rain
653,Florianopolis,BR,-27.6146,-48.5012,72.12,99,75,11.5,broken clouds
654,Bitam,GA,2.076,11.5007,70.72,95,79,2.59,light rain
655,Iberia,US,29.9502,-91.7507,84.06,57,20,4.61,few clouds
656,Adrar,MR,20.5022,-10.0711,98.37,18,11,8.99,few clouds
657,Jumla,NP,29.2747,82.1838,48.67,84,5,4.36,clear sky
658,Esmeralda,CU,21.8525,-78.1169,88.63,55,14,8.3,few clouds
659,Beloha,MG,-25.1667,45.05,69.46,79,0,6.85,clear sky
660,Raymondville,US,26.4815,-97.7831,90.09,47,9,11.12,clear sky
661,Inirida,CO,3.8653,-67.9239,72.34,97,100,5.93,overcast clouds
662,Wanlaweyn,SO,2.6185,44.8938,78.8,74,54,14.88,broken clouds
663,Gaspe,CA,48.8334,-64.4819,53.82,100,100,4.61,mist
664,Morehead,US,37.2711,-87.1764,64.99,83,100,3.44,overcast clouds
665,Chitipa,MW,-9.7024,33.2697,70.36,36,45,8.16,scattered clouds
666,Wheatley,GB,51.7473,-1.1394,59.02,75,75,11.5,broken clouds
667,Le Portel,FR,50.7056,1.5757,59.99,89,97,15.46,overcast clouds
668,Hoganas,SE,56.1997,12.558,55.54,70,1,18.01,clear sky
669,Necochea,AR,-38.5473,-58.7368,66.18,43,33,13.35,scattered clouds
670,Kang,BW,-23.6752,22.7876,83.53,17,99,1.74,overcast clouds
671,Contai,IN,21.7786,87.7536,77.36,74,9,5.08,clear sky
672,Lazaro Cardenas,MX,17.9583,-102.2,85.42,69,66,1.95,broken clouds
673,Lodwar,KE,3.1191,35.5973,89.1,31,100,13.22,overcast clouds
674,Yungay,PE,-9.1383,-77.7436,66.47,57,84,4.9,light rain
675,High Level,CA,58.5169,-117.136,35.17,57,49,7.87,scattered clouds
676,Amapa,BR,1.0,-52.0,97.32,32,18,4.99,few clouds
677,La Macarena,CO,2.1837,-73.7849,82.27,68,100,5.57,overcast clouds
678,Jasper,US,37.2001,-94.3502,66.45,49,75,5.75,broken clouds
679,Veraval,IN,20.9,70.3667,81.0,53,10,6.35,clear sky
680,Waingapu,ID,-9.6567,120.2641,81.39,78,53,6.67,broken clouds
681,Beruwala,LK,6.4788,79.9828,77.22,86,97,4.72,overcast clouds
682,Orumiyeh,IR,37.5527,45.0761,64.15,27,2,7.11,clear sky
683,Okha,RU,53.5739,142.9478,36.75,82,0,11.03,clear sky
684,Crawfordsville,US,40.0411,-86.8745,64.58,31,0,12.66,clear sky
685,Alta Floresta,BR,-9.8756,-56.0861,97.83,30,51,0.98,broken clouds
686,Gisborne,NZ,-38.6533,178.0042,47.34,85,1,6.73,clear sky
687,Worland,US,44.0169,-107.9554,54.68,53,0,0.0,clear sky
688,Napasar,IN,27.9667,73.55,81.59,20,0,8.68,clear sky
